date,master_category,target_daily_category_amount,transaction_count,avg_transaction_amount,day_of_week,day_of_month,month,year,week_of_year,year_month,is_weekend,is_payday,is_month_start,is_month_end,days_until_month_end,amount_lag_1,amount_lag_7,rolling_mean_7,rolling_sum_7,rolling_mean_14,rolling_sum_30,month_to_date_amount_before_today,daily_total_amount
2025-04-06,Lain-lain & Darurat,0.0,0.0,0.0,6,6,4,2025,14,2025-04,1,0,0,0,24,19900.0,2700.0,9300.0,65100.0,14921.42857142857,378800.0,62400.0,90500.0
2025-04-07,Lain-lain & Darurat,18900.0,1.0,18900.0,0,7,4,2025,15,2025-04,0,0,0,0,23,0.0,0.0,8914.285714285714,62400.0,13857.142857142857,368800.0,62400.0,109400.0
2025-04-08,Lain-lain & Darurat,18600.0,1.0,18600.0,1,8,4,2025,15,2025-04,0,0,0,0,22,18900.0,14500.0,11614.285714285714,81300.0,13064.285714285714,380200.0,81300.0,109100.0
2025-04-09,Lain-lain & Darurat,16000.0,1.0,16000.0,2,9,4,2025,15,2025-04,0,0,0,0,21,18600.0,0.0,12200.0,85400.0,11785.714285714286,390700.0,99900.0,106500.0
2025-04-10,Lain-lain & Darurat,34500.0,1.0,34500.0,3,10,4,2025,15,2025-04,0,0,0,0,20,16000.0,17000.0,14485.714285714286,101400.0,11435.714285714286,398400.0,115900.0,203000.0
2025-04-11,Lain-lain & Darurat,225000.0,1.0,225000.0,4,11,4,2025,15,2025-04,0,0,0,0,19,34500.0,11000.0,16985.714285714286,118900.0,13364.285714285714,422900.0,150400.0,310500.0
2025-04-12,Lain-lain & Darurat,0.0,0.0,0.0,5,12,4,2025,15,2025-04,1,0,0,0,18,225000.0,19900.0,47557.142857142855,332900.0,28300.0,633000.0,375400.0,90500.0
2025-04-13,Lain-lain & Darurat,19000.0,1.0,19000.0,6,13,4,2025,15,2025-04,1,0,0,0,17,0.0,0.0,44714.28571428572,313000.0,27007.14285714286,603000.0,375400.0,109500.0
2025-04-14,Lain-lain & Darurat,0.0,0.0,0.0,0,14,4,2025,16,2025-04,0,0,0,0,16,19000.0,18900.0,47428.57142857143,332000.0,28171.428571428572,622000.0,394400.0,90500.0
2025-04-15,Lain-lain & Darurat,0.0,0.0,0.0,1,15,4,2025,16,2025-04,0,0,0,0,15,0.0,18600.0,44728.57142857143,313100.0,28171.428571428572,622000.0,394400.0,90500.0
2025-04-16,Lain-lain & Darurat,0.0,0.0,0.0,2,16,4,2025,16,2025-04,0,0,0,0,14,0.0,16000.0,42071.42857142857,294500.0,27135.714285714286,603600.0,394400.0,90500.0
2025-04-17,Lain-lain & Darurat,5500.0,1.0,5500.0,3,17,4,2025,16,2025-04,0,0,0,0,13,0.0,34500.0,39785.71428571428,278500.0,27135.714285714286,603600.0,394400.0,96000.0
2025-04-18,Lain-lain & Darurat,0.0,0.0,0.0,4,18,4,2025,16,2025-04,0,0,0,0,12,5500.0,225000.0,35642.857142857145,249500.0,26314.285714285714,609100.0,399900.0,85500.0
2025-04-19,Lain-lain & Darurat,0.0,0.0,0.0,5,19,4,2025,16,2025-04,1,0,0,0,11,0.0,0.0,3500.0,24500.0,25528.571428571428,609100.0,399900.0,85500.0
2025-04-20,Lain-lain & Darurat,0.0,0.0,0.0,6,20,4,2025,16,2025-04,1,0,0,0,10,0.0,19000.0,3500.0,24500.0,24107.14285714286,601200.0,399900.0,96400.0
2025-04-21,Lain-lain & Darurat,0.0,0.0,0.0,0,21,4,2025,17,2025-04,0,0,0,0,9,0.0,0.0,785.7142857142857,5500.0,24107.14285714286,555300.0,399900.0,90500.0
2025-04-22,Lain-lain & Darurat,0.0,0.0,0.0,1,22,4,2025,17,2025-04,0,0,0,0,8,0.0,0.0,785.7142857142857,5500.0,22757.14285714286,546400.0,399900.0,85500.0
2025-04-23,Lain-lain & Darurat,0.0,0.0,0.0,2,23,4,2025,17,2025-04,0,0,0,0,7,0.0,0.0,785.7142857142857,5500.0,21428.571428571428,531500.0,399900.0,90500.0
2025-04-24,Lain-lain & Darurat,0.0,0.0,0.0,3,24,4,2025,17,2025-04,0,0,0,0,6,0.0,5500.0,785.7142857142857,5500.0,20285.714285714286,501500.0,399900.0,255500.0
2025-04-25,Lain-lain & Darurat,0.0,0.0,0.0,4,25,4,2025,17,2025-04,0,0,0,0,5,0.0,0.0,0.0,0.0,17821.428571428572,465000.0,399900.0,90500.0
2025-04-26,Lain-lain & Darurat,0.0,0.0,0.0,5,26,4,2025,17,2025-04,1,0,0,0,4,0.0,0.0,0.0,0.0,1750.0,444100.0,399900.0,90500.0
2025-04-27,Lain-lain & Darurat,0.0,0.0,0.0,6,27,4,2025,17,2025-04,1,0,0,0,3,0.0,0.0,0.0,0.0,1750.0,436600.0,399900.0,85500.0
2025-04-28,Lain-lain & Darurat,0.0,0.0,0.0,0,28,4,2025,18,2025-04,0,0,0,0,2,0.0,0.0,0.0,0.0,392.85714285714283,420700.0,399900.0,132500.0
2025-04-29,Lain-lain & Darurat,0.0,0.0,0.0,1,29,4,2025,18,2025-04,0,0,0,0,1,0.0,0.0,0.0,0.0,392.85714285714283,402600.0,399900.0,93400.0
2025-04-30,Lain-lain & Darurat,0.0,0.0,0.0,2,30,4,2025,18,2025-04,0,0,0,1,0,0.0,0.0,0.0,0.0,392.85714285714283,399900.0,399900.0,90500.0
2025-05-01,Lain-lain & Darurat,115000.0,1.0,115000.0,3,1,5,2025,18,2025-05,0,1,1,0,30,0.0,0.0,0.0,0.0,392.85714285714283,399900.0,0.0,2158528.0
2025-05-02,Lain-lain & Darurat,0.0,0.0,0.0,4,2,5,2025,18,2025-05,0,1,0,0,29,115000.0,0.0,16428.571428571428,115000.0,8214.285714285714,500400.0,115000.0,90500.0
2025-05-03,Lain-lain & Darurat,11900.0,1.0,11900.0,5,3,5,2025,18,2025-05,1,1,0,0,28,0.0,0.0,16428.571428571428,115000.0,8214.285714285714,500400.0,115000.0,102400.0
2025-05-04,Lain-lain & Darurat,0.0,0.0,0.0,6,4,5,2025,18,2025-05,1,0,0,0,27,11900.0,0.0,18128.571428571428,126900.0,9064.285714285714,495300.0,126900.0,90500.0
2025-05-05,Lain-lain & Darurat,12900.0,1.0,12900.0,0,5,5,2025,19,2025-05,0,0,0,0,26,0.0,0.0,18128.571428571428,126900.0,9064.285714285714,484300.0,126900.0,116900.0
2025-05-06,Lain-lain & Darurat,22700.0,1.0,22700.0,1,6,5,2025,19,2025-05,0,0,0,0,25,12900.0,0.0,19971.428571428572,139800.0,9985.714285714286,477300.0,139800.0,113200.0
2025-05-07,Lain-lain & Darurat,0.0,0.0,0.0,2,7,5,2025,19,2025-05,0,0,0,0,24,22700.0,0.0,23214.285714285714,162500.0,11607.142857142857,500000.0,162500.0,85500.0
2025-05-08,Lain-lain & Darurat,7200.0,1.0,7200.0,3,8,5,2025,19,2025-05,0,0,0,0,23,0.0,115000.0,23214.285714285714,162500.0,11607.142857142857,481100.0,162500.0,97700.0
2025-05-09,Lain-lain & Darurat,20900.0,1.0,20900.0,4,9,5,2025,19,2025-05,0,0,0,0,22,7200.0,0.0,7814.285714285715,54700.0,12121.42857142857,469700.0,169700.0,135200.0
2025-05-10,Lain-lain & Darurat,12000.0,1.0,12000.0,5,10,5,2025,19,2025-05,1,0,0,0,21,20900.0,11900.0,10800.0,75600.0,13614.285714285714,474600.0,190600.0,102500.0
2025-05-11,Lain-lain & Darurat,19100.0,1.0,19100.0,6,11,5,2025,19,2025-05,1,0,0,0,20,12000.0,0.0,10814.285714285714,75700.0,14471.42857142857,452100.0,202600.0,124100.0
2025-05-12,Lain-lain & Darurat,16500.0,1.0,16500.0,0,12,5,2025,20,2025-05,0,0,0,0,19,19100.0,12900.0,13542.857142857143,94800.0,15835.714285714286,246200.0,221700.0,107000.0
2025-05-13,Lain-lain & Darurat,39000.0,1.0,39000.0,1,13,5,2025,20,2025-05,0,0,0,0,18,16500.0,22700.0,14057.142857142857,98400.0,17014.285714285714,262700.0,238200.0,137800.0
2025-05-14,Lain-lain & Darurat,7200.0,1.0,7200.0,2,14,5,2025,20,2025-05,0,0,0,0,17,39000.0,0.0,16385.714285714286,114700.0,19800.0,282700.0,277200.0,92700.0
2025-05-15,Lain-lain & Darurat,29900.0,1.0,29900.0,3,15,5,2025,20,2025-05,0,0,0,0,16,7200.0,7200.0,17414.285714285714,121900.0,20314.285714285714,289900.0,284400.0,115400.0
2025-05-16,Lain-lain & Darurat,0.0,0.0,0.0,4,16,5,2025,20,2025-05,0,0,0,0,15,29900.0,20900.0,20657.14285714286,144600.0,14235.714285714286,319800.0,314300.0,90500.0
2025-05-17,Lain-lain & Darurat,61900.0,1.0,61900.0,5,17,5,2025,20,2025-05,1,0,0,0,14,0.0,12000.0,17671.428571428572,123700.0,14235.714285714286,319800.0,314300.0,152400.0
2025-05-18,Lain-lain & Darurat,0.0,0.0,0.0,6,18,5,2025,20,2025-05,1,0,0,0,13,61900.0,19100.0,24800.0,173600.0,17807.14285714286,376200.0,376200.0,85500.0
2025-05-19,Lain-lain & Darurat,19900.0,1.0,19900.0,0,19,5,2025,21,2025-05,0,0,0,0,12,0.0,16500.0,22071.428571428572,154500.0,17807.14285714286,376200.0,376200.0,125000.0
2025-05-20,Lain-lain & Darurat,0.0,0.0,0.0,1,20,5,2025,21,2025-05,0,0,0,0,11,19900.0,39000.0,22557.14285714286,157900.0,18307.14285714286,396100.0,396100.0,85500.0
2025-05-21,Lain-lain & Darurat,0.0,0.0,0.0,2,21,5,2025,21,2025-05,0,0,0,0,10,0.0,7200.0,16985.714285714286,118900.0,16685.714285714286,396100.0,396100.0,90500.0
2025-05-22,Lain-lain & Darurat,0.0,0.0,0.0,3,22,5,2025,21,2025-05,0,0,0,0,9,0.0,29900.0,15957.142857142857,111700.0,16685.714285714286,396100.0,396100.0,129500.0
2025-05-23,Lain-lain & Darurat,0.0,0.0,0.0,4,23,5,2025,21,2025-05,0,0,0,0,8,0.0,0.0,11685.714285714286,81800.0,16171.42857142857,396100.0,396100.0,90500.0
2025-05-24,Lain-lain & Darurat,0.0,0.0,0.0,5,24,5,2025,21,2025-05,1,0,0,0,7,0.0,61900.0,11685.714285714286,81800.0,14678.57142857143,396100.0,396100.0,106500.0
2025-05-25,Lain-lain & Darurat,0.0,0.0,0.0,6,25,5,2025,21,2025-05,1,0,0,0,6,0.0,0.0,2842.8571428571427,19900.0,13821.42857142857,396100.0,396100.0,90500.0
2025-05-26,Lain-lain & Darurat,0.0,0.0,0.0,0,26,5,2025,22,2025-05,0,0,0,0,5,0.0,19900.0,2842.8571428571427,19900.0,12457.142857142857,396100.0,396100.0,90500.0
2025-05-27,Lain-lain & Darurat,0.0,0.0,0.0,1,27,5,2025,22,2025-05,0,0,0,0,4,0.0,0.0,0.0,0.0,11278.57142857143,396100.0,396100.0,85500.0
2025-05-28,Lain-lain & Darurat,0.0,0.0,0.0,2,28,5,2025,22,2025-05,0,0,0,0,3,0.0,0.0,0.0,0.0,8492.857142857143,396100.0,396100.0,90500.0
2025-05-29,Lain-lain & Darurat,0.0,0.0,0.0,3,29,5,2025,22,2025-05,0,0,0,0,2,0.0,0.0,0.0,0.0,7978.571428571428,396100.0,396100.0,85500.0
2025-05-30,Lain-lain & Darurat,0.0,0.0,0.0,4,30,5,2025,22,2025-05,0,0,0,0,1,0.0,0.0,0.0,0.0,5842.857142857143,396100.0,396100.0,90500.0
2025-05-31,Lain-lain & Darurat,0.0,0.0,0.0,5,31,5,2025,22,2025-05,1,0,0,1,0,0.0,0.0,0.0,0.0,5842.857142857143,396100.0,396100.0,90500.0
2025-06-01,Lain-lain & Darurat,26100.0,1.0,26100.0,6,1,6,2025,22,2025-06,1,1,1,0,29,0.0,0.0,0.0,0.0,1421.4285714285713,281100.0,0.0,2069628.0
2025-06-02,Lain-lain & Darurat,0.0,0.0,0.0,0,2,6,2025,23,2025-06,0,1,0,0,28,26100.0,0.0,3728.5714285714284,26100.0,3285.714285714286,307200.0,26100.0,90500.0
2025-06-03,Lain-lain & Darurat,14900.0,1.0,14900.0,1,3,6,2025,23,2025-06,0,1,0,0,27,0.0,0.0,3728.5714285714284,26100.0,1864.2857142857142,295300.0,26100.0,105400.0
2025-06-04,Lain-lain & Darurat,0.0,0.0,0.0,2,4,6,2025,23,2025-06,0,0,0,0,26,14900.0,0.0,5857.142857142857,41000.0,2928.5714285714284,310200.0,41000.0,104500.0
2025-06-05,Lain-lain & Darurat,0.0,0.0,0.0,3,5,6,2025,23,2025-06,0,0,0,0,25,0.0,0.0,5857.142857142857,41000.0,2928.5714285714284,297300.0,41000.0,109800.0
2025-06-06,Lain-lain & Darurat,7000.0,1.0,7000.0,4,6,6,2025,23,2025-06,0,0,0,0,24,0.0,0.0,5857.142857142857,41000.0,2928.5714285714284,274600.0,41000.0,97500.0
2025-06-07,Lain-lain & Darurat,16800.0,1.0,16800.0,5,7,6,2025,23,2025-06,1,0,0,0,23,7000.0,0.0,6857.142857142857,48000.0,3428.5714285714284,281600.0,48000.0,107300.0
2025-06-08,Lain-lain & Darurat,21700.0,1.0,21700.0,6,8,6,2025,23,2025-06,1,0,0,0,22,16800.0,26100.0,9257.142857142857,64800.0,4628.571428571428,291200.0,64800.0,112200.0
2025-06-09,Lain-lain & Darurat,16800.0,1.0,16800.0,0,9,6,2025,24,2025-06,0,0,0,0,21,21700.0,0.0,8628.57142857143,60400.0,6178.571428571428,292000.0,86500.0,114800.0
2025-06-10,Lain-lain & Darurat,18900.0,1.0,18900.0,1,10,6,2025,24,2025-06,0,0,0,0,20,16800.0,14900.0,11028.57142857143,77200.0,7378.571428571428,296800.0,103300.0,178400.0
2025-06-11,Lain-lain & Darurat,15500.0,1.0,15500.0,2,11,6,2025,24,2025-06,0,0,0,0,19,18900.0,0.0,11600.0,81200.0,8728.57142857143,296600.0,122200.0,106000.0
2025-06-12,Lain-lain & Darurat,0.0,0.0,0.0,3,12,6,2025,24,2025-06,0,0,0,0,18,15500.0,0.0,13814.285714285714,96700.0,9835.714285714286,295600.0,137700.0,90500.0
2025-06-13,Lain-lain & Darurat,0.0,0.0,0.0,4,13,6,2025,24,2025-06,0,0,0,0,17,0.0,7000.0,13814.285714285714,96700.0,9835.714285714286,256600.0,137700.0,90500.0
2025-06-14,Lain-lain & Darurat,0.0,0.0,0.0,5,14,6,2025,24,2025-06,1,0,0,0,16,0.0,16800.0,12814.285714285714,89700.0,9835.714285714286,249400.0,137700.0,103800.0
2025-06-15,Lain-lain & Darurat,66400.0,1.0,66400.0,6,15,6,2025,24,2025-06,1,0,0,0,15,0.0,21700.0,10414.285714285714,72900.0,9835.714285714286,219500.0,137700.0,156900.0
2025-06-16,Lain-lain & Darurat,8700.0,1.0,8700.0,0,16,6,2025,25,2025-06,0,0,0,0,14,66400.0,16800.0,16800.0,117600.0,12714.285714285714,285900.0,204100.0,151200.0
2025-06-17,Lain-lain & Darurat,21700.0,1.0,21700.0,1,17,6,2025,25,2025-06,0,0,0,0,13,8700.0,18900.0,15642.857142857143,109500.0,13335.714285714286,232700.0,212800.0,112200.0
2025-06-18,Lain-lain & Darurat,0.0,0.0,0.0,2,18,6,2025,25,2025-06,0,0,0,0,12,21700.0,15500.0,16042.857142857143,112300.0,13821.42857142857,254400.0,234500.0,90500.0
2025-06-19,Lain-lain & Darurat,0.0,0.0,0.0,3,19,6,2025,25,2025-06,0,0,0,0,11,0.0,0.0,13828.57142857143,96800.0,13821.42857142857,234500.0,234500.0,110500.0
2025-06-20,Lain-lain & Darurat,41900.0,1.0,41900.0,4,20,6,2025,25,2025-06,0,0,0,0,10,0.0,0.0,13828.57142857143,96800.0,13821.42857142857,234500.0,234500.0,183200.0
2025-06-21,Lain-lain & Darurat,0.0,0.0,0.0,5,21,6,2025,25,2025-06,1,0,0,0,9,41900.0,0.0,19814.285714285714,138700.0,16314.285714285714,276400.0,276400.0,90500.0
2025-06-22,Lain-lain & Darurat,9900.0,1.0,9900.0,6,22,6,2025,25,2025-06,1,0,0,0,8,0.0,66400.0,19814.285714285714,138700.0,15114.285714285714,276400.0,276400.0,155300.0
2025-06-23,Lain-lain & Darurat,44500.0,1.0,44500.0,0,23,6,2025,26,2025-06,0,0,0,0,7,9900.0,8700.0,11742.857142857143,82200.0,14271.42857142857,286300.0,286300.0,130000.0
2025-06-24,Lain-lain & Darurat,15900.0,1.0,15900.0,1,24,6,2025,26,2025-06,0,0,0,0,6,44500.0,21700.0,16857.14285714286,118000.0,16250.0,330800.0,330800.0,106400.0
2025-06-25,Lain-lain & Darurat,27800.0,1.0,27800.0,2,25,6,2025,26,2025-06,0,0,0,0,5,15900.0,0.0,16028.57142857143,112200.0,16035.714285714286,346700.0,346700.0,118300.0
2025-06-26,Lain-lain & Darurat,0.0,0.0,0.0,3,26,6,2025,26,2025-06,0,0,0,0,4,27800.0,0.0,20000.0,140000.0,16914.285714285714,374500.0,374500.0,90500.0
2025-06-27,Lain-lain & Darurat,0.0,0.0,0.0,4,27,6,2025,26,2025-06,0,0,0,0,3,0.0,41900.0,20000.0,140000.0,16914.285714285714,374500.0,374500.0,90500.0
2025-06-28,Lain-lain & Darurat,0.0,0.0,0.0,5,28,6,2025,26,2025-06,1,0,0,0,2,0.0,0.0,14014.285714285714,98100.0,16914.285714285714,374500.0,374500.0,106400.0
2025-06-29,Lain-lain & Darurat,5900.0,1.0,5900.0,6,29,6,2025,26,2025-06,1,0,0,0,1,0.0,9900.0,14014.285714285714,98100.0,16914.285714285714,374500.0,374500.0,146300.0
2025-01-01,Makan & Minum Harian,73500.0,3.0,24500.0,2,1,1,2025,1,2025-01,0,1,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049428.0
2025-01-02,Makan & Minum Harian,73500.0,3.0,24500.0,3,2,1,2025,1,2025-01,0,1,0,0,29,73500.0,0.0,73500.0,73500.0,73500.0,73500.0,73500.0,218500.0
2025-01-03,Makan & Minum Harian,73500.0,3.0,24500.0,4,3,1,2025,1,2025-01,0,1,0,0,28,73500.0,0.0,73500.0,147000.0,73500.0,147000.0,147000.0,90500.0
2025-01-04,Makan & Minum Harian,73500.0,3.0,24500.0,5,4,1,2025,1,2025-01,1,0,0,0,27,73500.0,0.0,73500.0,220500.0,73500.0,220500.0,220500.0,189400.0
2025-01-05,Makan & Minum Harian,73500.0,3.0,24500.0,6,5,1,2025,1,2025-01,1,0,0,0,26,73500.0,0.0,73500.0,294000.0,73500.0,294000.0,294000.0,174500.0
2025-01-06,Makan & Minum Harian,73500.0,3.0,24500.0,0,6,1,2025,2,2025-01,0,0,0,0,25,73500.0,0.0,73500.0,367500.0,73500.0,367500.0,367500.0,118000.0
2025-01-07,Makan & Minum Harian,73500.0,3.0,24500.0,1,7,1,2025,2,2025-01,0,0,0,0,24,73500.0,0.0,73500.0,441000.0,73500.0,441000.0,441000.0,107500.0
2025-01-08,Makan & Minum Harian,73500.0,3.0,24500.0,2,8,1,2025,2,2025-01,0,0,0,0,23,73500.0,73500.0,73500.0,514500.0,73500.0,514500.0,514500.0,126900.0
2025-01-09,Makan & Minum Harian,73500.0,3.0,24500.0,3,9,1,2025,2,2025-01,0,0,0,0,22,73500.0,73500.0,73500.0,514500.0,73500.0,588000.0,588000.0,118400.0
2025-01-10,Makan & Minum Harian,73500.0,3.0,24500.0,4,10,1,2025,2,2025-01,0,0,0,0,21,73500.0,73500.0,73500.0,514500.0,73500.0,661500.0,661500.0,97200.0
2025-01-11,Makan & Minum Harian,73500.0,3.0,24500.0,5,11,1,2025,2,2025-01,1,0,0,0,20,73500.0,73500.0,73500.0,514500.0,73500.0,735000.0,735000.0,141000.0
2025-01-12,Makan & Minum Harian,73500.0,3.0,24500.0,6,12,1,2025,2,2025-01,1,0,0,0,19,73500.0,73500.0,73500.0,514500.0,73500.0,808500.0,808500.0,116200.0
2025-01-13,Makan & Minum Harian,73500.0,3.0,24500.0,0,13,1,2025,3,2025-01,0,0,0,0,18,73500.0,73500.0,73500.0,514500.0,73500.0,882000.0,882000.0,205500.0
2025-01-14,Makan & Minum Harian,73500.0,3.0,24500.0,1,14,1,2025,3,2025-01,0,0,0,0,17,73500.0,73500.0,73500.0,514500.0,73500.0,955500.0,955500.0,90500.0
2025-01-15,Makan & Minum Harian,73500.0,3.0,24500.0,2,15,1,2025,3,2025-01,0,0,0,0,16,73500.0,73500.0,73500.0,514500.0,73500.0,1029000.0,1029000.0,85500.0
2025-01-16,Makan & Minum Harian,73500.0,3.0,24500.0,3,16,1,2025,3,2025-01,0,0,0,0,15,73500.0,73500.0,73500.0,514500.0,73500.0,1102500.0,1102500.0,107600.0
2025-01-17,Makan & Minum Harian,73500.0,3.0,24500.0,4,17,1,2025,3,2025-01,0,0,0,0,14,73500.0,73500.0,73500.0,514500.0,73500.0,1176000.0,1176000.0,90500.0
2025-01-18,Makan & Minum Harian,73500.0,3.0,24500.0,5,18,1,2025,3,2025-01,1,0,0,0,13,73500.0,73500.0,73500.0,514500.0,73500.0,1249500.0,1249500.0,104400.0
2025-01-19,Makan & Minum Harian,73500.0,3.0,24500.0,6,19,1,2025,3,2025-01,1,0,0,0,12,73500.0,73500.0,73500.0,514500.0,73500.0,1323000.0,1323000.0,157400.0
2025-01-20,Makan & Minum Harian,73500.0,3.0,24500.0,0,20,1,2025,4,2025-01,0,0,0,0,11,73500.0,73500.0,73500.0,514500.0,73500.0,1396500.0,1396500.0,115600.0
2025-01-21,Makan & Minum Harian,73500.0,3.0,24500.0,1,21,1,2025,4,2025-01,0,0,0,0,10,73500.0,73500.0,73500.0,514500.0,73500.0,1470000.0,1470000.0,97900.0
2025-01-22,Makan & Minum Harian,73500.0,3.0,24500.0,2,22,1,2025,4,2025-01,0,0,0,0,9,73500.0,73500.0,73500.0,514500.0,73500.0,1543500.0,1543500.0,85500.0
2025-01-23,Makan & Minum Harian,73500.0,3.0,24500.0,3,23,1,2025,4,2025-01,0,0,0,0,8,73500.0,73500.0,73500.0,514500.0,73500.0,1617000.0,1617000.0,113300.0
2025-01-24,Makan & Minum Harian,73500.0,3.0,24500.0,4,24,1,2025,4,2025-01,0,0,0,0,7,73500.0,73500.0,73500.0,514500.0,73500.0,1690500.0,1690500.0,85500.0
2025-01-25,Makan & Minum Harian,73500.0,3.0,24500.0,5,25,1,2025,4,2025-01,1,0,0,0,6,73500.0,73500.0,73500.0,514500.0,73500.0,1764000.0,1764000.0,85500.0
2025-01-26,Makan & Minum Harian,73500.0,3.0,24500.0,6,26,1,2025,4,2025-01,1,0,0,0,5,73500.0,73500.0,73500.0,514500.0,73500.0,1837500.0,1837500.0,90500.0
2025-01-27,Makan & Minum Harian,73500.0,3.0,24500.0,0,27,1,2025,5,2025-01,0,0,0,0,4,73500.0,73500.0,73500.0,514500.0,73500.0,1911000.0,1911000.0,90500.0
2025-01-28,Makan & Minum Harian,73500.0,3.0,24500.0,1,28,1,2025,5,2025-01,0,0,0,0,3,73500.0,73500.0,73500.0,514500.0,73500.0,1984500.0,1984500.0,90500.0
2025-01-29,Makan & Minum Harian,73500.0,3.0,24500.0,2,29,1,2025,5,2025-01,0,0,0,0,2,73500.0,73500.0,73500.0,514500.0,73500.0,2058000.0,2058000.0,90500.0
2025-01-30,Makan & Minum Harian,73500.0,3.0,24500.0,3,30,1,2025,5,2025-01,0,0,0,0,1,73500.0,73500.0,73500.0,514500.0,73500.0,2131500.0,2131500.0,94000.0
2025-01-31,Makan & Minum Harian,73500.0,3.0,24500.0,4,31,1,2025,5,2025-01,0,0,0,1,0,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,2205000.0,108400.0
2025-02-01,Makan & Minum Harian,73500.0,3.0,24500.0,5,1,2,2025,5,2025-02,1,1,1,0,27,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,0.0,2085028.0
2025-02-02,Makan & Minum Harian,73500.0,3.0,24500.0,6,2,2,2025,5,2025-02,1,1,0,0,26,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,73500.0,90500.0
2025-02-03,Makan & Minum Harian,73500.0,3.0,24500.0,0,3,2,2025,6,2025-02,0,1,0,0,25,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,147000.0,98000.0
2025-02-04,Makan & Minum Harian,73500.0,3.0,24500.0,1,4,2,2025,6,2025-02,0,0,0,0,24,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,220500.0,90500.0
2025-02-05,Makan & Minum Harian,73500.0,3.0,24500.0,2,5,2,2025,6,2025-02,0,0,0,0,23,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,294000.0,118900.0
2025-02-06,Makan & Minum Harian,73500.0,3.0,24500.0,3,6,2,2025,6,2025-02,0,0,0,0,22,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,367500.0,90500.0
2025-02-07,Makan & Minum Harian,73500.0,3.0,24500.0,4,7,2,2025,6,2025-02,0,0,0,0,21,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,441000.0,90500.0
2025-02-08,Makan & Minum Harian,73500.0,3.0,24500.0,5,8,2,2025,6,2025-02,1,0,0,0,20,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,514500.0,104700.0
2025-02-09,Makan & Minum Harian,73500.0,3.0,24500.0,6,9,2,2025,6,2025-02,1,0,0,0,19,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,588000.0,106900.0
2025-02-10,Makan & Minum Harian,73500.0,3.0,24500.0,0,10,2,2025,7,2025-02,0,0,0,0,18,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,661500.0,140400.0
2025-02-11,Makan & Minum Harian,73500.0,3.0,24500.0,1,11,2,2025,7,2025-02,0,0,0,0,17,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,735000.0,115500.0
2025-02-12,Makan & Minum Harian,73500.0,3.0,24500.0,2,12,2,2025,7,2025-02,0,0,0,0,16,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,808500.0,135400.0
2025-02-13,Makan & Minum Harian,73500.0,3.0,24500.0,3,13,2,2025,7,2025-02,0,0,0,0,15,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,882000.0,98000.0
2025-02-14,Makan & Minum Harian,73500.0,3.0,24500.0,4,14,2,2025,7,2025-02,0,0,0,0,14,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,955500.0,97500.0
2025-02-15,Makan & Minum Harian,73500.0,3.0,24500.0,5,15,2,2025,7,2025-02,1,0,0,0,13,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1029000.0,106200.0
2025-02-16,Makan & Minum Harian,73500.0,3.0,24500.0,6,16,2,2025,7,2025-02,1,0,0,0,12,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1102500.0,111700.0
2025-02-17,Makan & Minum Harian,73500.0,3.0,24500.0,0,17,2,2025,8,2025-02,0,0,0,0,11,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1176000.0,93200.0
2025-02-18,Makan & Minum Harian,73500.0,3.0,24500.0,1,18,2,2025,8,2025-02,0,0,0,0,10,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1249500.0,228400.0
2025-02-19,Makan & Minum Harian,73500.0,3.0,24500.0,2,19,2,2025,8,2025-02,0,0,0,0,9,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1323000.0,99000.0
2025-02-20,Makan & Minum Harian,73500.0,3.0,24500.0,3,20,2,2025,8,2025-02,0,0,0,0,8,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1396500.0,115500.0
2025-02-21,Makan & Minum Harian,73500.0,3.0,24500.0,4,21,2,2025,8,2025-02,0,0,0,0,7,73500.0,73500.0,73500.0,514500.0,73500.0,2205000.0,1470000.0,162500.0
